gene_symbol,uniprot_id,interaction_claim_source,drug_name,chembl_id,CID
S100B,P04271,NCI,STREPTOZOCIN,CHEMBL1651906,2733335
VWF,P04275,NCI,PENTOXIFYLLINE,CHEMBL628,4740
VWF,P04275,NCI,THALIDOMIDE,CHEMBL468,5426
VWF,P04275,NCI,MITOMYCIN,CHEMBL105,5746
VWF,P04275,NCI,PREDNISONE,CHEMBL635,5865
VWF,P04275,NCI,VINCRISTINE,CHEMBL90555,5978
VWF,P04275,NCI,PHENYLEPHRINE,CHEMBL1215,6041
VWF,P04275,NCI,ACETYLCYSTEINE,CHEMBL600,12035
VWF,P04275,NCI,RIBAVIRIN,CHEMBL1643,37542
VWF,P04275,NCI,O-CHLOROACETYLCARBAMOYLFUMAGILLOL,CHEMBL424278,369976
VWF,P04275,NCI,STREPTOZOCIN,CHEMBL1651906,2733335
VWF,P04275,NCI,STREPTOZOCIN,CHEMBL1651906,2733335
VWF,P04275,NCI,WARFARIN,CHEMBL1464,54678486
SHBG,P04278,NCI,DROLOXIFENE,CHEMBL487,3033767
SHBG,P04278,NCI,LISINOPRIL,CHEMBL1237,5362119
SHBG,P04278,DTC,CHEMBL464631,CHEMBL464631,9976812
SHBG,P04278,NCI,NORGESTREL,CHEMBL2107797,16051930
TUBB4A,P04350,DTC,NOCODAZOLE,CHEMBL9514,4122
TUBB4A,P04350,DTC,VORINOSTAT,CHEMBL98,5311
TUBB4A,P04350,DTC,VINCRISTINE,CHEMBL90555,5978
TUBB4A,P04350,DTC,COLCHICINE,CHEMBL107,6167
TUBB4A,P04350,DTC,PODOFILOX,CHEMBL61,10607
TUBB4A,P04350,DTC,VINBLASTINE,CHEMBL159,13342
TUBB4A,P04350,DTC,PACLITAXEL,CHEMBL428647,36314
TUBB4A,P04350,DTC,ABT-751,CHEMBL20684,3035714
TUBB4A,P04350,DTC,MAYTANSINE,CHEMBL292702,5281828
TUBB4A,P04350,DTC,VINORELBINE,CHEMBL553025,5311497
TUBB4A,P04350,DTC,COMBRETASTATIN A4,CHEMBL67,5351344
TUBB4A,P04350,DTC,MAYTANSINOL,CHEMBL214154,5358230
TUBB4A,P04350,DTC,CHEMBL453818,CHEMBL453818,10278051
TUBB4A,P04350,DTC,ZAMPANOLIDE,CHEMBL582439,11454753
TUBB4A,P04350,DTC,LARGAZOLE,CHEMBL1173445,24757913
TUBB4A,P04350,DTC,CYCLOSTREPTIN,CHEMBL1242194,52948907
TUBB4A,P04350,DTC,CHEMBL1795737,CHEMBL1795737,56659561
TUBB4A,P04350,DTC,CHEMBL1935538,CHEMBL1935538,56967399
TUBB4A,P04350,DTC,CHEMBL2036119,CHEMBL2036119,60148068
TUBB4A,P04350,DTC,CHEMBL2036124,CHEMBL2036124,60148075
GAPDH,P04406,DTC,GALLIC ACID,CHEMBL288114,370
GAPDH,P04406,NCI,DEFEROXAMINE,CHEMBL556,2973
GAPDH,P04406,DTC,THIRAM,CHEMBL120563,5455
GAPDH,P04406,NCI,ESTRADIOL,CHEMBL135,5757
GAPDH,P04406,DTC,"9,10-PHENANTHRENEQUINONE",CHEMBL51931,6763
GAPDH,P04406,DTC,CHEMBL578512,CHEMBL578512,66541
GAPDH,P04406,DTC,CHEMBL139935,CHEMBL139935,260644
GAPDH,P04406,DTC,CHEMBL429095,CHEMBL429095,262093
GAPDH,P04406,DTC,CHEMBL505670,CHEMBL505670,313619
GAPDH,P04406,DTC,CHEMBL601757,CHEMBL601757,460747
GAPDH,P04406,NCI,TAMOXIFEN,CHEMBL83,2733526
GAPDH,P04406,TTD,OMIGAPIL,CHEMBL1232111,6419718
GAPDH,P04406,TdgClinicalTrial,OMIGAPIL,CHEMBL1232111,6419718
GAPDH,P04406,DTC,CHEMBL580421,CHEMBL580421,6604934
GAPDH,P04406,DTC,CHEMBL502775,CHEMBL502775,54686376
GAPDH,P04406,DTC,PURPUROGALLIN,CHEMBL66953,135403797
ERBB2,P04626,NCI,URACIL,CHEMBL566,1174
ERBB2,P04626,NCI,CHLORAMBUCIL,CHEMBL515,2708
ERBB2,P04626,JAX-CKB,CYCLOPHOSPHAMIDE,CHEMBL88,2907
ERBB2,P04626,NCI,EMODIN,CHEMBL289277,3220
ERBB2,P04626,JAX-CKB,FLUOROURACIL,CHEMBL185,3385
ERBB2,P04626,DTC,GO-6976,CHEMBL302449,3501
ERBB2,P04626,JAX-CKB,LETROZOLE,CHEMBL1444,3902
ERBB2,P04626,JAX-CKB,METFORMIN,CHEMBL1431,4091
ERBB2,P04626,JAX-CKB,ENTINOSTAT,CHEMBL27759,4261
ERBB2,P04626,NCI,CHEMBL35482,CHEMBL35482,4713
ERBB2,P04626,NCI,HYDROCORTISONE,CHEMBL389621,5754
ERBB2,P04626,NCI,FLOXURIDINE,CHEMBL917,5790
ERBB2,P04626,FDA,TRIFLURIDINE,CHEMBL1129,6256
ERBB2,P04626,NCI,ANTHRAQUINONE,CHEMBL55659,6780
ERBB2,P04626,DTC,PLUMBAGIN,CHEMBL295316,10205
ERBB2,P04626,JAX-CKB,DOXORUBICIN,CHEMBL53463,31703
ERBB2,P04626,CIViC,PACLITAXEL,CHEMBL428647,36314
ERBB2,P04626,JAX-CKB,PACLITAXEL,CHEMBL428647,36314
ERBB2,P04626,NCI,EPIRUBICIN,CHEMBL417,41867
ERBB2,P04626,JAX-CKB,EXEMESTANE,CHEMBL1200374,60198
ERBB2,P04626,NCI,GEMCITABINE,CHEMBL888,60750
ERBB2,P04626,JAX-CKB,GEMCITABINE,CHEMBL888,60750
ERBB2,P04626,CIViC,IRINOTECAN,CHEMBL481,60838
ERBB2,P04626,JAX-CKB,CAPECITABINE,CHEMBL1773,60953
ERBB2,P04626,CIViC,CAPECITABINE,CHEMBL1773,60953
ERBB2,P04626,DTC,EPIGALOCATECHIN GALLATE,CHEMBL297453,65064
ERBB2,P04626,TTD,MASOPROCOL,CHEMBL313972,71398
ERBB2,P04626,PharmGKB,FULVESTRANT,CHEMBL1358,104741
ERBB2,P04626,FDA,FULVESTRANT,CHEMBL1358,104741
ERBB2,P04626,NCI,GEFITINIB,CHEMBL939,123631
ERBB2,P04626,MyCancerGenomeClinicalTrial,GEFITINIB,CHEMBL939,123631
ERBB2,P04626,PharmGKB,GEFITINIB,CHEMBL939,123631
ERBB2,P04626,JAX-CKB,GEFITINIB,CHEMBL939,123631
ERBB2,P04626,DTC,GEFITINIB,CHEMBL939,123631
ERBB2,P04626,PharmGKB,DOCETAXEL,CHEMBL92,148124
ERBB2,P04626,CIViC,DOCETAXEL,CHEMBL92,148124
ERBB2,P04626,JAX-CKB,DOCETAXEL,CHEMBL92,148124
ERBB2,P04626,ChemblInteractions,CANERTINIB DIHYDROCHLORIDE,CHEMBL545315,156413
ERBB2,P04626,MyCancerGenome,CANERTINIB,CHEMBL31965,156414
ERBB2,P04626,JAX-CKB,CANERTINIB,CHEMBL31965,156414
ERBB2,P04626,GuideToPharmacology,CANERTINIB,CHEMBL31965,156414
ERBB2,P04626,TTD,CANERTINIB,CHEMBL31965,156414
ERBB2,P04626,PharmGKB,ERLOTINIB,CHEMBL553,176870
ERBB2,P04626,DTC,ERLOTINIB,CHEMBL553,176870
ERBB2,P04626,JAX-CKB,ERLOTINIB,CHEMBL553,176870
ERBB2,P04626,PharmGKB,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,JAX-CKB,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,MyCancerGenome,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,DTC,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,ClearityFoundationBiomarkers,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,TTD,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,TdgClinicalTrial,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,TALC,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,DoCM,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,GuideToPharmacology,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,TEND,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,OncoKB,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,CIViC,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,FDA,LAPATINIB,CHEMBL554,208908
ERBB2,P04626,JAX-CKB,SORAFENIB,CHEMBL1336,216239
ERBB2,P04626,NCI,DIETHYLSTILBESTROL,CHEMBL411,448537
ERBB2,P04626,NCI,TAMOXIFEN,CHEMBL83,2733526
ERBB2,P04626,DTC,DASATINIB,CHEMBL1421,3062316
ERBB2,P04626,ChemblInteractions,VANDETANIB,CHEMBL24828,3081361
ERBB2,P04626,JAX-CKB,VINORELBINE,CHEMBL553025,5311497
ERBB2,P04626,JAX-CKB,SUNITINIB,CHEMBL535,5329102
ERBB2,P04626,PharmGKB,PALBOCICLIB,CHEMBL189963,5330286
ERBB2,P04626,JAX-CKB,PALBOCICLIB,CHEMBL189963,5330286
ERBB2,P04626,FDA,PALBOCICLIB,CHEMBL189963,5330286
ERBB2,P04626,NCI,ROMIDEPSIN,CHEMBL343448,5352062
ERBB2,P04626,NCI,ROMIDEPSIN,CHEMBL343448,5352062
ERBB2,P04626,FDA,TIPIRACIL,CHEMBL235668,6323266
ERBB2,P04626,JAX-CKB,EVEROLIMUS,CHEMBL1908360,6442177
ERBB2,P04626,PharmGKB,EVEROLIMUS,CHEMBL1908360,6442177
ERBB2,P04626,FDA,EVEROLIMUS,CHEMBL1908360,6442177
ERBB2,P04626,ChemblInteractions,MUBRITINIB,CHEMBL1614707,6444692
ERBB2,P04626,GuideToPharmacology,MUBRITINIB,CHEMBL1614707,6444692
ERBB2,P04626,MyCancerGenome,MUBRITINIB,CHEMBL1614707,6444692
ERBB2,P04626,PharmGKB,IXABEPILONE,CHEMBL1201752,6445540
ERBB2,P04626,FDA,IXABEPILONE,CHEMBL1201752,6445540
ERBB2,P04626,TALC,PELITINIB,CHEMBL607707,6445562
ERBB2,P04626,MyCancerGenome,PELITINIB,CHEMBL607707,6445562
ERBB2,P04626,JAX-CKB,TEMSIROLIMUS,CHEMBL1201182,6918289
ERBB2,P04626,JAX-CKB,CI-1040,CHEMBL105442,6918454
ERBB2,P04626,GuideToPharmacology,FALNIDAMOL,CHEMBL258940,6918508
ERBB2,P04626,DTC,GW843682X,CHEMBL514499,9826308
ERBB2,P04626,ChemblInteractions,CP-724714,CHEMBL483321,9874913
ERBB2,P04626,GuideToPharmacology,CP-724714,CHEMBL483321,9874913
ERBB2,P04626,TTD,CP-724714,CHEMBL483321,9874913
ERBB2,P04626,JAX-CKB,TIVOZANIB,CHEMBL1289494,9911830
ERBB2,P04626,JAX-CKB,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,GuideToPharmacology,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,PharmGKB,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,FDA,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,MyCancerGenomeClinicalTrial,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,TTD,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,TALC,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,OncoKB,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,DoCM,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,TdgClinicalTrial,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,MyCancerGenome,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,CIViC,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,ChemblInteractions,NERATINIB,CHEMBL180022,9915743
ERBB2,P04626,JAX-CKB,TRODUSQUEMINE,CHEMBL508583,9917968
ERBB2,P04626,DTC,CEDIRANIB,CHEMBL491473,9933475
ERBB2,P04626,JAX-CKB,SELUMETINIB,CHEMBL1614701,10127622
ERBB2,P04626,JAX-CKB,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,CIViC,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,TdgClinicalTrial,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,MyCancerGenome,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,TALC,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,GuideToPharmacology,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,MyCancerGenomeClinicalTrial,AFATINIB,CHEMBL1173655,10184653
ERBB2,P04626,DTC,SOTRASTAURIN,CHEMBL565612,10296883
ERBB2,P04626,JAX-CKB,AEE-788,CHEMBL587723,10297043
ERBB2,P04626,ChemblInteractions,AEE-788,CHEMBL587723,10297043
ERBB2,P04626,MyCancerGenome,AEE-788,CHEMBL587723,10297043
ERBB2,P04626,GuideToPharmacology,AEE-788,CHEMBL587723,10297043
ERBB2,P04626,ChemblInteractions,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,TdgClinicalTrial,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,TTD,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,MyCancerGenome,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,GuideToPharmacology,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,TALC,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,JAX-CKB,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,DTC,AC-480,CHEMBL1645462,10437018
ERBB2,P04626,GuideToPharmacology,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,ChemblInteractions,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,MyCancerGenome,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,JAX-CKB,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,TALC,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,TdgClinicalTrial,TESEVATINIB,CHEMBL3544983,10458325
ERBB2,P04626,DTC,R-406,CHEMBL475251,11213558
ERBB2,P04626,ChemblInteractions,BMS-690514,CHEMBL3545396,11349170
ERBB2,P04626,GuideToPharmacology,BMS-690514,CHEMBL3545396,11349170
ERBB2,P04626,MyCancerGenome,BMS-690514,CHEMBL3545396,11349170
ERBB2,P04626,TALC,BMS-690514,CHEMBL3545396,11349170
ERBB2,P04626,JAX-CKB,BMS-690514,CHEMBL3545396,11349170
ERBB2,P04626,FDA,ERIBULIN,CHEMBL1683590,11354606
ERBB2,P04626,PharmGKB,ERIBULIN,CHEMBL1683590,11354606
ERBB2,P04626,TALC,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,MyCancerGenome,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,ChemblInteractions,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,JAX-CKB,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,GuideToPharmacology,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,TTD,SAPITINIB,CHEMBL2408045,11488320
ERBB2,P04626,ChemblInteractions,LAPATINIB DITOSYLATE,CHEMBL1201179,11557040
ERBB2,P04626,ChemblInteractions,TAK-285,CHEMBL1614725,11620908
ERBB2,P04626,JAX-CKB,TAK-285,CHEMBL1614725,11620908
ERBB2,P04626,TTD,TAK-285,CHEMBL1614725,11620908
ERBB2,P04626,JAX-CKB,CRIZOTINIB,CHEMBL601719,11626560
ERBB2,P04626,ChemblInteractions,AFATINIB DIMALEATE,CHEMBL2105712,15606394
ERBB2,P04626,DTC,TAE-684,CHEMBL509032,16038120
ERBB2,P04626,JAX-CKB,BUPARLISIB,CHEMBL2017974,16654980
ERBB2,P04626,JAX-CKB,PICTILISIB,CHEMBL521851,17755052
ERBB2,P04626,CIViC,PICTILISIB,CHEMBL521851,17755052
ERBB2,P04626,JAX-CKB,OLAPARIB,CHEMBL521686,23725625
ERBB2,P04626,FDA,OLAPARIB,CHEMBL521686,23725625
ERBB2,P04626,PharmGKB,OLAPARIB,CHEMBL521686,23725625
ERBB2,P04626,TTD,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,TdgClinicalTrial,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,TALC,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,ChemblInteractions,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,GuideToPharmacology,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,JAX-CKB,CUDC-101,CHEMBL598797,24756910
ERBB2,P04626,DTC,ALISERTIB,CHEMBL483158,24771867
ERBB2,P04626,JAX-CKB,IPATASERTIB,CHEMBL2177390,24788740
ERBB2,P04626,GuideToPharmacology,IBRUTINIB,CHEMBL1873475,24821094
ERBB2,P04626,CIViC,IBRUTINIB,CHEMBL1873475,24821094
ERBB2,P04626,JAX-CKB,IBRUTINIB,CHEMBL1873475,24821094
ERBB2,P04626,JAX-CKB,PONATINIB,CHEMBL1171837,24826799
ERBB2,P04626,JAX-CKB,AT-13148,CHEMBL3544960,24905401
ERBB2,P04626,JAX-CKB,MK-2206,CHEMBL1079175,24964624
ERBB2,P04626,ChemblInteractions,POZIOTINIB,CHEMBL3545154,25127713
ERBB2,P04626,JAX-CKB,POZIOTINIB,CHEMBL3545154,25127713
ERBB2,P04626,MyCancerGenomeClinicalTrial,POZIOTINIB,CHEMBL3545154,25127713
ERBB2,P04626,GuideToPharmacology,POZIOTINIB,CHEMBL3545154,25127713
ERBB2,P04626,JAX-CKB,VISTUSERTIB,CHEMBL2336325,25262792
ERBB2,P04626,JAX-CKB,AZD-8055,CHEMBL1801204,25262965
ERBB2,P04626,TdgClinicalTrial,VARLITINIB,CHEMBL2103842,42642648
ERBB2,P04626,JAX-CKB,VARLITINIB,CHEMBL2103842,42642648
ERBB2,P04626,ChemblInteractions,VARLITINIB,CHEMBL2103842,42642648
ERBB2,P04626,TTD,VARLITINIB,CHEMBL2103842,42642648
ERBB2,P04626,JAX-CKB,GEDATOLISIB,CHEMBL592445,44516953
ERBB2,P04626,DTC,NAKIJIQUINONES G,CHEMBL502529,44586931
ERBB2,P04626,DTC,NAKIJIQUINONES H,CHEMBL499608,44586960
ERBB2,P04626,DTC,NAKIJIQUINONE I,CHEMBL499609,44586961
ERBB2,P04626,FDA,RIBOCICLIB,CHEMBL3545110,44631912
ERBB2,P04626,PharmGKB,RIBOCICLIB,CHEMBL3545110,44631912
ERBB2,P04626,JAX-CKB,VS-5584,CHEMBL1079593,45375955
ERBB2,P04626,DTC,ILORASERTIB,CHEMBL1980297,46207586
ERBB2,P04626,PharmGKB,ABEMACICLIB,CHEMBL3301610,46220502
ERBB2,P04626,FDA,ABEMACICLIB,CHEMBL3301610,46220502
ERBB2,P04626,JAX-CKB,PKI-179,CHEMBL1258517,46947264
ERBB2,P04626,JAX-CKB,PA-799,CHEMBL1684984,49784945
ERBB2,P04626,DTC,CENISERTIB,CHEMBL1967878,49830398
ERBB2,P04626,JAX-CKB,RG-4733,CHEMBL4297422,49867930
ERBB2,P04626,JAX-CKB,TASELISIB,CHEMBL2387080,51001932
ERBB2,P04626,TTD,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,JAX-CKB,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,TALC,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,GuideToPharmacology,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,TdgClinicalTrial,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,JAX-CKB,TUCATINIB,CHEMBL3989868,51039094
ERBB2,P04626,JAX-CKB,FIMEPINOSTAT,CHEMBL3622533,54575456
ERBB2,P04626,JAX-CKB,PILARALISIB,CHEMBL3360203,56599306
ERBB2,P04626,CIViC,PILARALISIB,CHEMBL3360203,56599306
ERBB2,P04626,FDA,ALPELISIB,CHEMBL2396661,56649450
ERBB2,P04626,PharmGKB,ALPELISIB,CHEMBL2396661,56649450
ERBB2,P04626,GuideToPharmacology,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,MyCancerGenomeClinicalTrial,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,TTD,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,ChemblInteractions,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,JAX-CKB,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,CIViC,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,MyCancerGenome,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,TALC,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,TdgClinicalTrial,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,ChemblInteractions,DACOMITINIB,CHEMBL2105719,70693519
ERBB2,P04626,GuideToPharmacology,ACALABRUTINIB,CHEMBL3707348,71226662
ERBB2,P04626,JAX-CKB,OSIMERTINIB,CHEMBL3353410,71496458
ERBB2,P04626,DTC,METHYLCURCUMIN,CHEMBL494826,71717791
ERBB2,P04626,ChemblInteractions,OSIMERTINIB MESYLATE,CHEMBL3545063,78357807
ERBB2,P04626,JAX-CKB,LIFIRAFENIB,CHEMBL4209157,89670174
ERBB2,P04626,NCI,GANCICLOVIR,CHEMBL182,135398740
ERBB2,P04626,JAX-CKB,LEUCOVORIN,CHEMBL1679,135403648
ERBB2,P04626,FDA,TALAZOPARIB,CHEMBL3137320,135565082
ERBB2,P04626,PharmGKB,TALAZOPARIB,CHEMBL3137320,135565082
ERBB2,P04626,JAX-CKB,COPANLISIB,CHEMBL3218576,135565596
NTRK1,P04629,NCI,THYROXINE,CHEMBL42115,853
NTRK1,P04629,NCI,PYRIDOXINE,CHEMBL1364,1054
NTRK1,P04629,PharmGKB,ASPIRIN,CHEMBL25,2244
NTRK1,P04629,NCI,CYCLOPHOSPHAMIDE,CHEMBL88,2907
NTRK1,P04629,TdgClinicalTrial,IMATINIB,CHEMBL941,5291
NTRK1,P04629,TEND,IMATINIB,CHEMBL941,5291
NTRK1,P04629,NCI,SURAMIN,CHEMBL265502,5361
NTRK1,P04629,NCI,DEXAMETHASONE,CHEMBL384467,5743
NTRK1,P04629,NCI,PILOCARPINE,CHEMBL550,5910
NTRK1,P04629,NCI,PHENYLEPHRINE,CHEMBL1215,6041
NTRK1,P04629,DTC,SP-600125,CHEMBL1725279,8515
NTRK1,P04629,NCI,ACETYLCYSTEINE,CHEMBL600,12035
NTRK1,P04629,TdgClinicalTrial,LESTAURTINIB,CHEMBL603469,126565
NTRK1,P04629,ChemblInteractions,LESTAURTINIB,CHEMBL603469,126565
NTRK1,P04629,CIViC,LESTAURTINIB,CHEMBL603469,126565
NTRK1,P04629,NCI,METHOTREXATE,CHEMBL34259,126941
NTRK1,P04629,DTC,SORAFENIB,CHEMBL1336,216239
NTRK1,P04629,NCI,WORTMANNIN,CHEMBL428496,312145
NTRK1,P04629,DTC,CHEMBL546797,CHEMBL546797,910649
NTRK1,P04629,NCI,STREPTOZOCIN,CHEMBL1651906,2733335
NTRK1,P04629,NCI,TAMOXIFEN,CHEMBL83,2733526
NTRK1,P04629,DTC,PD-0166285,CHEMBL49120,5311382
NTRK1,P04629,DTC,TOZASERTIB,CHEMBL572878,5494449
NTRK1,P04629,NCI,APAZIQUONE,CHEMBL73822,5813717
NTRK1,P04629,NCI,RADICICOL,CHEMBL414883,6323491
NTRK1,P04629,PharmGKB,PRASUGREL,CHEMBL1201772,6918456
NTRK1,P04629,TdgClinicalTrial,TAVILERMIDE,CHEMBL3544981,9808372
NTRK1,P04629,TTD,TAVILERMIDE,CHEMBL3544981,9808372
NTRK1,P04629,DTC,GW843682X,CHEMBL514499,9826308
NTRK1,P04629,DTC,GAMBOGIC ACID,CHEMBL555017,9852185
NTRK1,P04629,MyCancerGenomeClinicalTrial,REGORAFENIB,CHEMBL1946170,11167602
NTRK1,P04629,DTC,AST-487,CHEMBL574738,11409972
NTRK1,P04629,DTC,GW632580X,CHEMBL261849,11617559
NTRK1,P04629,CIViC,CRIZOTINIB,CHEMBL601719,11626560
NTRK1,P04629,DTC,PF-00562271,CHEMBL1084546,11713159
NTRK1,P04629,GuideToPharmacology,CEP-11981,CHEMBL2010872,11751922
NTRK1,P04629,TdgClinicalTrial,ENMD-2076,CHEMBL482968,16041424
NTRK1,P04629,DTC,GW441756X,CHEMBL1516890,16219401
NTRK1,P04629,ChemblInteractions,MILCICLIB,CHEMBL564829,16718576
NTRK1,P04629,GuideToPharmacology,MILCICLIB,CHEMBL564829,16718576
NTRK1,P04629,DTC,ALISERTIB,CHEMBL483158,24771867
NTRK1,P04629,DTC,BMS-754807,CHEMBL575448,24785538
NTRK1,P04629,OncoKB,ENTRECTINIB,CHEMBL1983268,25141092
NTRK1,P04629,PharmGKB,ENTRECTINIB,CHEMBL1983268,25141092
NTRK1,P04629,DTC,ENTRECTINIB,CHEMBL1983268,25141092
NTRK1,P04629,CIViC,ENTRECTINIB,CHEMBL1983268,25141092
NTRK1,P04629,GuideToPharmacology,SITRAVATINIB,CHEMBL3989926,25212148
NTRK1,P04629,DTC,GAMBOGIC AMIDE,CHEMBL444109,25252739
NTRK1,P04629,GuideToPharmacology,MK-2461,CHEMBL1822792,44137946
NTRK1,P04629,GuideToPharmacology,CHEMBL1908395,CHEMBL1908395,44551653
NTRK1,P04629,TTD,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,CIViC,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,ChemblInteractions,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,GuideToPharmacology,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,TTD,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,OncoKB,LAROTRECTINIB,CHEMBL3889654,46188928
NTRK1,P04629,DTC,ILORASERTIB,CHEMBL1980297,46207586
NTRK1,P04629,GuideToPharmacology,GILTERITINIB,CHEMBL3301622,49803313
NTRK1,P04629,ChemblInteractions,ALTIRATINIB,CHEMBL3545365,54576299
NTRK1,P04629,TTD,ALTIRATINIB,CHEMBL3545365,54576299
NTRK1,P04629,TTD,PEGCANTRATINIB,CHEMBL4297182,91824201
NTRK1,P04629,ChemblInteractions,PEGCANTRATINIB,CHEMBL4297182,91824201
NTRK1,P04629,TTD,SELITRECTINIB,CHEMBL4297627,129103609
NTRK1,P04629,GuideToPharmacology,SELITRECTINIB,CHEMBL4297627,129103609
NTRK1,P04629,DTC,DOVITINIB,CHEMBL522892,135398510
NTRK1,P04629,ClearityFoundationClinicalTrial,DOVITINIB,CHEMBL522892,135398510
NTRK1,P04629,DTC,RG-1530,CHEMBL1980391,135398512
NTRK1,P04629,DTC,HESPERADIN,CHEMBL514409,135421442
NTRK1,P04629,GuideToPharmacology,REPOTRECTINIB,CHEMBL4298138,135565923
TP53,P04637,DTC,GALLIC ACID,CHEMBL288114,370
TP53,P04637,DTC,DOPAMINE,CHEMBL59,681
TP53,P04637,NCI,INOSITOL,CHEMBL1222251,892
TP53,P04637,DTC,PENTACHLOROPHENOL,CHEMBL75967,992
TP53,P04637,DTC,PHENANTHROLINE,CHEMBL415879,1318
TP53,P04637,DTC,FUROXAN,CHEMBL336467,1756
TP53,P04637,DTC,"7,8-DIHYDROXYFLAVONE",CHEMBL75267,1880
TP53,P04637,DTC,AMOXAPINE,CHEMBL1113,2170
TP53,P04637,DTC,ANISINDIONE,CHEMBL712,2197
TP53,P04637,DTC,ASTEMIZOLE,CHEMBL296419,2247
TP53,P04637,DTC,AZATHIOPRINE,CHEMBL1542,2265
TP53,P04637,DTC,BITHIONOL,CHEMBL290106,2406
TP53,P04637,DTC,BROXYQUINOLINE,CHEMBL223448,2453
TP53,P04637,DTC,CAULIBUGULONE B,CHEMBL508779,2596
TP53,P04637,DTC,CAULIBUGULONE C,CHEMBL445969,2597
